Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Walter,@Walter1979ARG,"https://pbs.twimg.com/ext_tw_video_thumb/1751061303009890304/pu/img/IM4d5QuvkuHZUDyr.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1751061303009890304/pu/img/IM4d5QuvkuHZUDyr.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1751061303009890304/pu/img/IM4d5QuvkuHZUDyr.jpg",,,,57,https://x.com/Walter1979ARG/status/1751061378197041569,https://x.com/Walter1979ARG,@VivamosVL @CarapachayVL @NacerVLopez @soledadmartinez @VicenteLopezVL @BAProvincia @SomosAmbaTV @telefenoticias @todonoticias @Cris_noticias,Jan 26,2024-01-27T01:55:40.000Z
MINE CLAYMORE,@Marceviejo,"https://pbs.twimg.com/media/GEz7fAgWYAAydyb?format=jpg&name=small, https://pbs.twimg.com/media/GEz7fAgWYAAydyb?format=jpg&name=small",,,,19,https://x.com/Marceviejo/status/1751050874594447678,https://x.com/Marceviejo,"@VivamosVL Segunda vez que pinchan la goma del auto estacionado. A 5 metros del domo. Lo hicieron la semana pasada y casi nos matamos.
Anteayer todo el auto rayado. Hace unos meses robaron ambos espejos. Archivaron la causa. A 5 m del domo. Zona liberada?
Intimidación?",Jan 26,2024-01-27T01:13:56.000Z
Willy Wanchompen,@jpsevero,,,,1,12,https://x.com/jpsevero/status/1750561199710671033,https://x.com/jpsevero,@VivamosVL hola. Tengo hojas de una enredadera para retirar y solo las retiraban si les pagabamos. Esto es así?,Jan 25,2024-01-25T16:48:08.000Z
Carolina Mannucci,@MannucciCaro,,,,,11,https://x.com/MannucciCaro/status/1750306911264690446,https://x.com/MannucciCaro,"Una semana los vecinos pidiendo limpieza de bocas de tormenta..por suerte no tuvimos lluvias, estamos a punto de quedar inundados con una tormenta fuerte. Todo tapado de mugre...Barrido y limpieza, te la debo",Jan 24,2024-01-24T23:57:41.000Z
Carolina Mannucci,@MannucciCaro,,,,,8,https://x.com/MannucciCaro/status/1750306640249647390,https://x.com/MannucciCaro,Si claro dale.,Jan 24,2024-01-24T23:56:36.000Z
Carolina Mannucci,@MannucciCaro,,,,,7,https://x.com/MannucciCaro/status/1750306525011165581,https://x.com/MannucciCaro,Que higiene si la mugre es desastrosa.,Jan 24,2024-01-24T23:56:09.000Z
Carolina Mannucci,@MannucciCaro,,,1,3,28,https://x.com/MannucciCaro/status/1750305249527492651,https://x.com/MannucciCaro,"Más vale q pongas un cartel luminoso q diga día verde xq sino pasan a lo bestia y no retiran nada, dejas las cajas pasan cartoneros q te dejan lo reciclable tirado en la calle, para llevarse el cargon y, como la limpieza barrido brilla x su ausencia, tenes desparramado x la calle",Jan 24,2024-01-24T23:51:05.000Z
Gonza!!,@gonzaeime,"https://pbs.twimg.com/media/GEnjEjmWoAA9UkS?format=jpg&name=small, https://pbs.twimg.com/media/GEnjEjmWoAA9UkS?format=jpg&name=small",,,,151,https://x.com/gonzaeime/status/1750179604562690497,https://x.com/gonzaeime,"@VivamosVL @soledadmartinez  buenos días. Ayer se procedió a la clausura del local de pedidos ya market ubicado en Florida oeste, después de tantas denuncias efectuadas por los vecinos. Ahora, en la faja de clausura no pusieron ni la causa ni el expediente…
Esta bien eso????",Jan 24,2024-01-24T15:31:49.000Z
Gonza!!,@gonzaeime,,,,,62,https://x.com/gonzaeime/status/1749850662475632780,https://x.com/gonzaeime,"Hagan algo porque este lugar no puede estar más ubicado en un barrio residencial, ya son reiteradas las denuncias de los vecinos! Hay un centro de rehabilitación de adicciones en la cuadra y le fuman marihuana en la cuadra los motoqueros de pedidos ya! Una vergüenza!",Jan 23,2024-01-23T17:44:43.000Z
Marcelo PG,@marcegpg,,,,1,26,https://x.com/marcegpg/status/1749236042115248253,https://x.com/marcegpg,@VivamosVL buenas noches. Hay una luminaria de alumbrado público sobre la calle Cesáreo B. De Quirós casi esquina Saenz Peña. que se encuentra quemada hace varios días. Agradecería si pueden  gestionar el cambio. No se donde hacerlo.Muchísimas gracias.,Jan 21,2024-01-22T01:02:26.000Z
Mara,@fem_escobar64,"https://pbs.twimg.com/media/GEOskqHWwAA10wZ?format=jpg&name=360x360, https://pbs.twimg.com/media/GEOskqHWwAA10wZ?format=jpg&name=360x360",,,,69,https://x.com/fem_escobar64/status/1748430846434955621,https://x.com/fem_escobar64,Esto es el paseo de la costa Vte López,Jan 19,2024-01-19T19:42:52.000Z
kotexsrl,@kotexsrl,,,,1,6,https://x.com/kotexsrl/status/1748411560244953215,https://x.com/kotexsrl,"gracias, espero tener respuesta. Ya son muchos días",Jan 19,2024-01-19T18:26:14.000Z
Ciro D. Rufo,@1959Ferrito,https://pbs.twimg.com/media/GENr6lZWwAALICe?format=jpg&name=900x900,,,,4,https://x.com/1959Ferrito/status/1748359738637578665,https://x.com/1959Ferrito,"@VivamosVL cobran ABL pero ni limpian ni barren. Lo hice yo... podrán AUNQUE SEA mandar alguien que junte la mugre que barrí a fin de que no se disperse de nuevo?  Segurola casi Roca, siempre sucio",Jan 19,2024-01-19T15:00:19.000Z
kotexsrl,@kotexsrl,,,1,,11,https://x.com/kotexsrl/status/1748174467111501824,https://x.com/kotexsrl,"@VivamosVL  empezaron la obra de ampliación de caños pluviales en Mariano Pelliza, entre España y Dr. Salk. Hay dos cuadras cerradas. Hace dias no retiran y se acumulan las bolsas de residuos en la esquina de Salk y Pelliza. Por favor!!!",Jan 18,2024-01-19T02:44:07.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,11,https://x.com/PBonaerenseWeb/status/1748120376742137984,https://x.com/PBonaerenseWeb,"@VivamosVL sigue sumando nuevos espacios públicos: se inauguró el Paseo Carapachay
@soledadmartinez
http://prensabonaerense.com.ar/nota.php?Id=15741…",Jan 18,2024-01-18T23:09:10.000Z
Like your mother,@yourgreatmother,,,1,,19,https://x.com/yourgreatmother/status/1748087699771150839,https://x.com/yourgreatmother,"Sólo necesitamos que coloquen las lamparitas que funcionen. 
Ya se habló al 147/a la Delegación y a Mantelectric = NADA",Jan 18,2024-01-18T20:59:20.000Z
Jikisan Hatamoto,@Cristia0811215,"https://pbs.twimg.com/tweet_video_thumb/GEIHLi2WEAAToDi.jpg, https://pbs.twimg.com/tweet_video_thumb/GEIHLi2WEAAToDi.jpg, https://pbs.twimg.com/tweet_video_thumb/GEIHLi2WEAAToDi.jpg",,1,,4,https://x.com/Cristia0811215/status/1747967515810992337,https://x.com/Cristia0811215,"ESO ES UN BUEN GASTO

gasten los impuestos en eso @VivamosVL 
NI SE LES OCURRA GASTAR EN SHOWS ni en publicidad del partido o política 

BASTA DE ESO

LOS VOTAMOS Y LOS ESTAMOS MIRANDO

ESCUCHEN
San Isidro no escuchó",Jan 18,2024-01-18T13:01:46.000Z
Tom Cruz,@carkajada,,,1,,27,https://x.com/carkajada/status/1747831417801724014,https://x.com/carkajada,"Otra noche más en la oscuridad, las luminarias siguen sin reparar. @vivamosVL no lo resuelve, Mantelectric no lo resuelve, @soledadmartinez no lo resuelve, la app MiBarrio no lo resuelve, esperemos que @jorgemacri no haga lo mismo en CABA...",Jan 18,2024-01-18T04:00:57.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,7,https://x.com/PBonaerenseWeb/status/1747743437120557537,https://x.com/PBonaerenseWeb,"@VivamosVL suma nueva tecnología contra motochorros
@soledadmartinez
http://prensabonaerense.com.ar/nota.php?Id=15737…",Jan 17,2024-01-17T22:11:21.000Z
ニコラス・セルジオ・ルナ・久野,@HisanoLuna,,,,,12,https://x.com/HisanoLuna/status/1747708879784284547,https://x.com/HisanoLuna,"Ok, muchas Gracias!!!",Jan 17,2024-01-17T19:54:02.000Z
ニコラス・セルジオ・ルナ・久野,@HisanoLuna,,,,1,47,https://x.com/HisanoLuna/status/1747706722456678766,https://x.com/HisanoLuna,"@VivamosVL Hola, hay un pozo enorme en la calle España entre Melo y Güemes.
Podrían encargarse de arreglarlo? 
Muchas Gracias!!!",Jan 17,2024-01-17T19:45:28.000Z
Like your mother,@yourgreatmother,,,,,14,https://x.com/yourgreatmother/status/1747702922761109751,https://x.com/yourgreatmother,Ya fuimos a la Delegación,Jan 17,2024-01-17T19:30:22.000Z
Like your mother,@yourgreatmother,"https://pbs.twimg.com/media/GEAeOPQWAAAYKQO?format=jpg&name=small, https://pbs.twimg.com/media/GEAeOPQWAAAYKQO?format=jpg&name=small",,,1,55,https://x.com/yourgreatmother/status/1747429888477245865,https://x.com/yourgreatmother,Tenemos hace 10 días quemadas las luminarias de Hipólito Yrigoyen 3300 Florida. Estos números de Mantelectric ya nadie responde. Tampoco nadie lee la App Mi Barrio. Habrá forma que finalice esta boca de lobo? O tenemos que cambiar nosotros mismos las lamparitas? @soledadmartinez,Jan 16,2024-01-17T01:25:25.000Z
Tom Cruz,@carkajada,"https://pbs.twimg.com/media/GEAcWZpWUAAyu64?format=jpg&name=small, https://pbs.twimg.com/media/GEAcWZpWUAAyu64?format=jpg&name=small",,,1,35,https://x.com/carkajada/status/1747427829426290954,https://x.com/carkajada,"@vivamosVL pero que a la noche haya luz @soledadmartinez porque hace semanas que reclamamos por las luminarias 33/1, 33/2 y 33/3  y la cuadra es una oscuridad total. La app Mibarrio no sirve para nada. Antes, llamaba a Mantelectric y resolvían enseguida. Perdón x la molestia....",Jan 16,2024-01-17T01:17:14.000Z
MRCH¡@,@morochiastafe,,,,1,19,https://x.com/morochiastafe/status/1747339649993920916,https://x.com/morochiastafe,"Hola soy de Santa Fe ciudad y jamas viajamos a Buenos Aires en ese auto ya que esta en sucesión, en que horarios me puedo comunicar?",Jan 16,2024-01-16T19:26:51.000Z
MRCH¡@,@morochiastafe,,,,1,29,https://x.com/morochiastafe/status/1747338167144050972,https://x.com/morochiastafe,"@VivamosVL @BAProvincia @DNDConsumidor hola me acaba de llegar una multa de la muni de V.Lopez ,con una foto ,y no es mi auto (ni siquiera el modelo)pero  con los datos de la patente del mio, es imposible comunicarse para hacer el descargo.Necesito una solución ya!Gracias",Jan 16,2024-01-16T19:20:57.000Z
Luz M,@madetres,,,,,34,https://x.com/madetres/status/1747293540361572681,https://x.com/madetres,@soledadmartinez Estamos hace años esperando que poden los platanos poco saludables y con alturas descomunales de Miguel de Azcuenaga y Laprida. Las ramas invaden y contaminan nuestras propiedades. Ya hicimos todos los reclamos!,Jan 16,2024-01-16T16:23:37.000Z
Laureana,@laureanaabaca,,,,1,15,https://x.com/laureanaabaca/status/1747267756062625997,https://x.com/laureanaabaca,Estamos hace meses reclamando la poda de la calle gral m de guemes al 2600 entre ohhigins y Warnes. Esperamos urgente una respuesta @soledadmartinez @VivamosVL,Jan 16,2024-01-16T14:41:10.000Z
Gaby Apro,@aprogaby,https://pbs.twimg.com/media/GD93JmKWQAAEjDr?format=jpg&name=900x900,,1,1,38,https://x.com/aprogaby/status/1747246945326838155,https://x.com/aprogaby,"@VivamosVL en el playon del vial esta esa tapa faltante desde hace 1 año , va a salir mas caro cuando se electrocute alguien , en el playon los arboles tapan mucho la luz se podria mejorar un poco para los que lo hacen deporte de noche .gracias",Jan 16,2024-01-16T13:18:28.000Z
Gaby Apro,@aprogaby,"https://pbs.twimg.com/media/GD93JmKWQAAEjDr?format=jpg&name=900x900, https://pbs.twimg.com/media/GD93JmKWQAAEjDr?format=jpg&name=900x900",,1,1,38,https://x.com/aprogaby/status/1747246945326838155,https://x.com/aprogaby,"@VivamosVL en el playon del vial esta esa tapa faltante desde hace 1 año , va a salir mas caro cuando se electrocute alguien , en el playon los arboles tapan mucho la luz se podria mejorar un poco para los que lo hacen deporte de noche .gracias",Jan 16,2024-01-16T13:18:28.000Z
Vero,@Veronic43519258,,,,,57,https://x.com/Veronic43519258/status/1747029758712365438,https://x.com/Veronic43519258,"@VivamosVL hola!!!! Soy de Florida,pdo de Vicente López,hoy fui a la UAP Marcelino a buscar medicamentos y me dijeron que hay medicación faltante que no están entregando….. alguien tiene alguna información sobre ésto? Van a seguir faltando?",Jan 15,2024-01-15T22:55:27.000Z
Jose Luis Traversaro,@JoseTraversaro,"https://pbs.twimg.com/media/GD6iZ7BXUAMlImF?format=jpg&name=900x900, https://pbs.twimg.com/media/GD6iZ7BXUAMlImF?format=jpg&name=900x900",,,1,17,https://x.com/JoseTraversaro/status/1747012274605166666,https://x.com/JoseTraversaro,"Lo mismo, sigo sin poder sacar el turno.",Jan 15,2024-01-15T21:45:58.000Z
Alejandra Madryn,@Alemadrynn,,,,,37,https://x.com/Alemadrynn/status/1746987665470185508,https://x.com/Alemadrynn,"Si ya el año pasado derivaron el reclamo y nada, sigue todo igual, cada vez peor Vicente Lopez",Jan 15,2024-01-15T20:08:11.000Z
Pato -,@patocata,,,,,7,https://x.com/patocata/status/1746982610901856618,https://x.com/patocata,Lo sé. Me es más eficaz por este medio.,Jan 15,2024-01-15T19:48:06.000Z
Marian,@MarianoArdanza,,,,1,23,https://x.com/MarianoArdanza/status/1746905517740495115,https://x.com/MarianoArdanza,"Hola. Todavia no tenemos solucion y seguimos con la luminaria quemada desde hace 3 semanas. La de DF Sarmiento 3920, olivos.",Jan 15,2024-01-15T14:41:46.000Z
Eduardo Gabriel Agro,@eduardo_agro,"https://pbs.twimg.com/media/GD41nrEWcAAUnXd?format=jpg&name=small, https://pbs.twimg.com/media/GD41nrEWcAAUnXd?format=jpg&name=small",,,,5,https://x.com/eduardo_agro/status/1746892664354603191,https://x.com/eduardo_agro,"@VivamosVL 
Hoy es 15 de enero y me llegó una multa con vencimiento el 8 de enero.
Esto es una estafa",Jan 15,2024-01-15T13:50:41.000Z
MARCELO CODEVILLA,@CodevillaM,,,1,,40,https://x.com/CodevillaM/status/1746673421386137600,https://x.com/CodevillaM,"@VivamosVL  El estado de mantenimiento del Vial Costero es el peor desde que existe . Bebederos sin agua y rotos, la pasarela (hecha hace 2 años de pésima calidad) toda rota, mugre que no levantan, la playita toda sucia. Pregunto: que hacen con la exorbitantes tasas municipales ?",Jan 14,2024-01-14T23:19:29.000Z
Jose Luis Traversaro,@JoseTraversaro,"https://pbs.twimg.com/media/GDr3OKOWUAAXG8O?format=jpg&name=900x900, https://pbs.twimg.com/media/GDr3OKOWUAAXG8O?format=jpg&name=900x900",,,1,9,https://x.com/JoseTraversaro/status/1745979630706626826,https://x.com/JoseTraversaro,,Jan 12,2024-01-13T01:22:37.000Z
Maria Haydée Vargas,@mhdvargas,https://pbs.twimg.com/media/GDpfYmuXoAATKtl?format=jpg&name=360x360,,1,,11,https://x.com/mhdvargas/status/1745812757222502901,https://x.com/mhdvargas,"Dejar de hacer populismo con nuestros impuestos y hacer lo que deben, harta de reclamas de 3-4 x semana desde el 22-12-23 x no cumplir vuestro trabajo desde que renunció la chica que nos asistía",Jan 12,2024-01-12T14:19:31.000Z
risaspillas,@risaspillas1,https://pbs.twimg.com/media/GDoyZBFWAAAJcQ3?format=jpg&name=small,1,,1,85,https://x.com/risaspillas1/status/1745763460615397812,https://x.com/risaspillas1,Buen dia en la plaza del tren mitre está esta fuente con un poco de agua. Tendrian que sacar el agua por el dengue. Graciasq,Jan 12,2024-01-12T11:03:38.000Z
Jose Luis Traversaro,@JoseTraversaro,,,,1,18,https://x.com/JoseTraversaro/status/1745571804280713575,https://x.com/JoseTraversaro,"Imposible sacar turno para Vacunación Antirrábica.
Llevo semanas intentandolo y dice una y otra vez ""algo salió mal"" al momento de confirmar el mail.",Jan 11,2024-01-11T22:22:03.000Z
David Stirling,@Herefordshire0,"https://pbs.twimg.com/media/GDlYs4JWQAEqGJp?format=jpg&name=900x900, https://pbs.twimg.com/media/GDlYs4JWQAEqGJp?format=jpg&name=900x900",,,,27,https://x.com/Herefordshire0/status/1745523866489802791,https://x.com/Herefordshire0,"Por qué la municipalidad me cobra 6% de impuesto en la factura de la luz?
#MacriMafia 
#VicenteLopez
#Impuestos",Jan 11,2024-01-11T19:11:34.000Z
JAVI Fairlane,@javifairlane,,,,1,12,https://x.com/javifairlane/status/1745477386315948404,https://x.com/javifairlane,"Gracias, igualmente estaría bueno que esté más a la vista en la pagina principal, tienen que pensar en la gente mayor que no esta tan avezada en la web. Los importes para cuando estarán disponibles??",Jan 11,2024-01-11T16:06:52.000Z
Marian,@MarianoArdanza,,,,,5,https://x.com/MarianoArdanza/status/1745473866997105023,https://x.com/MarianoArdanza,Gracias,Jan 11,2024-01-11T15:52:53.000Z
Marian,@MarianoArdanza,,,,1,19,https://x.com/MarianoArdanza/status/1745473291777634696,https://x.com/MarianoArdanza,Y me informarias el telefono para pedir poda por favor? Porque esa misma luminaria esta toda tapada por las ramas. Gracias,Jan 11,2024-01-11T15:50:36.000Z
Marian,@MarianoArdanza,,,,,5,https://x.com/MarianoArdanza/status/1745472786192056340,https://x.com/MarianoArdanza,Gracias!,Jan 11,2024-01-11T15:48:36.000Z
Marian,@MarianoArdanza,,,,1,25,https://x.com/MarianoArdanza/status/1745469624487985265,https://x.com/MarianoArdanza,"Es la luminaria de Domingo Faustino Sarmiento 3920, olivos. Esta quemada hace dos semanas.",Jan 11,2024-01-11T15:36:02.000Z
JAVI Fairlane,@javifairlane,,1,,1,29,https://x.com/javifairlane/status/1745438600387244333,https://x.com/javifairlane,"Estaria bueno que publicaran los vtos de imptos en pagina, que tal agenda con vtos??",Jan 11,2024-01-11T13:32:45.000Z
Paula,@Pau_Lita80,,,,,21,https://x.com/Pau_Lita80/status/1745228835203723385,https://x.com/Pau_Lita80,"Que son estas actividades??  
Habilita los recitales en el río Soledad",Jan 10,2024-01-10T23:39:13.000Z
ArquitectoxHora,@ArquitectoxHora,,,2,,30,https://x.com/ArquitectoxHora/status/1745155028011106743,https://x.com/ArquitectoxHora,"También llame yo y vecinos, pero nunca fueron a solucionar",Jan 10,2024-01-10T18:45:56.000Z
ArquitectoxHora,@ArquitectoxHora,,,1,1,47,https://x.com/ArquitectoxHora/status/1745137397338100065,https://x.com/ArquitectoxHora,"El reclamo vía App, sirve o no?
Gracias",Jan 10,2024-01-10T17:35:53.000Z
David Stirling,@Herefordshire0,"https://pbs.twimg.com/media/GDfyTuaWsAAuCQx?format=jpg&name=small, https://pbs.twimg.com/media/GDfyTuaWsAAuCQx?format=jpg&name=small",,,,49,https://x.com/Herefordshire0/status/1745129809779249545,https://x.com/Herefordshire0,"Por qué nos cobran más impuestos que incluyen en la factura de gas?
Somos el municipio más rico de Argentina.
También en luz, agua y nafta.
#Choreo
#VicenteLopez
#Macri
#Impuestos",Jan 10,2024-01-10T17:05:44.000Z
Noemi Cardozo,@NoemiCa54046528,"https://pbs.twimg.com/ext_tw_video_thumb/1744763735946768384/pu/img/7LtLR2DEu0W1NiDj.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1744763735946768384/pu/img/7LtLR2DEu0W1NiDj.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1744763735946768384/pu/img/7LtLR2DEu0W1NiDj.jpg",1,1,1,232,https://x.com/NoemiCa54046528/status/1744917684695728257,https://x.com/NoemiCa54046528,"@VivamosVL .. No pretendo tanto .. Pero que higienicen la parada (refugio ) de Vélez Sarsfield y Rosario. Paradas del 130/41/343/333 .. Los vecinos agradecido,",Jan 10,2024-01-10T03:02:49.000Z
G.Nan02,@GabrielaPer4,,,1,,26,https://x.com/GabrielaPer4/status/1744886482928603564,https://x.com/GabrielaPer4,"Poden los árboles en altura señores!. Últimamente las tormentas con vientos son fuertes. @soledadmartinez te haces cargo vos ó la Municipalidad en caso que un árbol se caiga sobre una casa, un auto ó una persona?. Cobras impuestos muy altos.",Jan 9,2024-01-10T00:58:50.000Z
Marcos,@Marcos15201341,,,,,,https://x.com/Marcos15201341/status/1744761774111387974,https://x.com/Marcos15201341,genial muchas gracias,Jan 9,2024-01-09T16:43:17.000Z
Marcos,@Marcos15201341,,,,1,11,https://x.com/Marcos15201341/status/1744751035531280698,https://x.com/Marcos15201341,"No está  claro las direcciones por eso pregunté
En el mapa no está  claro cuales son los puntos y no hay horarios 
Podrían poner una lista por favor
gracias",Jan 9,2024-01-09T16:00:37.000Z
Marcos,@Marcos15201341,,,,1,9,https://x.com/Marcos15201341/status/1744723679337239034,https://x.com/Marcos15201341,@VivamosVL hola buen día ¿cuales son las direcciones para tirar las pilas?,Jan 9,2024-01-09T14:11:55.000Z
Marcos,@Marcos15201341,,,,1,9,https://x.com/Marcos15201341/status/1744723679337239034,https://x.com/Marcos15201341,@VivamosVL hola buen día ¿cuales son las direcciones para tirar las pilas?,Jan 9,2024-01-09T14:11:55.000Z
G.Nan02,@GabrielaPer4,,,,,8,https://x.com/GabrielaPer4/status/1744710023744229651,https://x.com/GabrielaPer4,"Tránsito, controlen los autos que no saben las reglas de estacionamiento y no respetan las distancias con el cordón. El barrendero no puede ni pasar!. Deberían multarlos. Para qué cobran tanto de abl sino se ocupan de su trabajo!?.",Jan 9,2024-01-09T13:17:39.000Z
Pablo San,@polisha77,,,,,5,https://x.com/polisha77/status/1744477606441861310,https://x.com/polisha77,"Acaba de pasar el camión… se llevaron lo que quisieron y dejaron más mugre de la que se llevaron. Lo que había en mi puerta lo dejaron completo. ¿Qué hacemos? ¿Para que reciclamos? ¿A quienes contratan? ¿Para qué pagamos? Me gustaría poder compartirles las imágenes, mándenme MD",Jan 8,2024-01-08T21:54:06.000Z
Pablo San,@polisha77,,,,,10,https://x.com/polisha77/status/1744453862860202441,https://x.com/polisha77,"No me deja por privado, la calle es Bernardo O Higgins entre Melo y Las Heras. Gracias",Jan 8,2024-01-08T20:19:45.000Z
Pablo San,@polisha77,,1,,1,47,https://x.com/polisha77/status/1744446575185646055,https://x.com/polisha77,"@VivamosVL ¿qué pasó hoy en Florida que no hubo recolección verde? Todo el barrio lleno de bolsas (rotas ya). Malísimo el servicio últimamente, qué está pasando?",Jan 8,2024-01-08T19:50:48.000Z
David Stirling,@Herefordshire0,"https://pbs.twimg.com/media/GDVAWnvXkAAJ8gC?format=jpg&name=small, https://pbs.twimg.com/media/GDVAWnvXkAAJ8gC?format=jpg&name=small",,,,69,https://x.com/Herefordshire0/status/1744371228800864445,https://x.com/Herefordshire0,"Por qué la confitería La Vicente López usa el espacio público como propio?
En la estación tiene un restó en la placita.",Jan 8,2024-01-08T14:51:24.000Z
risaspillas,@risaspillas1,"https://pbs.twimg.com/media/GDURLxiWQAAcH0_?format=jpg&name=small, https://pbs.twimg.com/media/GDURLxiWQAAcH0_?format=jpg&name=small",,,1,27,https://x.com/risaspillas1/status/1744319478416978118,https://x.com/risaspillas1,"Hola. Hace mas de 15 dias esta la señal caida en malaver y america, vte lopez. La podran volver a poner.? Gracias",Jan 8,2024-01-08T11:25:46.000Z
Eduardo Biocca,@edubiocca,,,,1,17,https://x.com/edubiocca/status/1744039555437601258,https://x.com/edubiocca,@VivamosVL Hace una semana cambiaron las luces por la calle Acassuso . Desde ese día hay una luz que no anda . A quien hay que reclamar?,Jan 7,2024-01-07T16:53:27.000Z
Susy Garcia,@susanlalo,,,,,3,https://x.com/susanlalo/status/1743698757043056811,https://x.com/susanlalo,No lo solucionaron!!!,Jan 6,2024-01-06T18:19:14.000Z
Romi  Del Mauro,@romidelma,,,,,14,https://x.com/romidelma/status/1743437128137310610,https://x.com/romidelma,"Desde el año pasado estamos con los mosquitos, al fin se acordaron. Del otro lado de Panamericana también pertenece al municipio!!!",Jan 5,2024-01-06T00:59:37.000Z
Susy Garcia,@susanlalo,,,,,5,https://x.com/susanlalo/status/1743391781327196431,https://x.com/susanlalo,Trabajo en ese horario ya q lo sabes ayúdanos!,Jan 5,2024-01-05T21:59:25.000Z
Grecia,@isladebari,,,,,7,https://x.com/isladebari/status/1743366311395066272,https://x.com/isladebari,Uds. Deben ocuparse de eso. En todo caso podrían avisar al lugar que corresponda.  Esos autos están hasta sin luces. Si  fácilmente detectables para llevárselos de ahí. Gracias y espero.asi sea.  La verdad no quiero.entrar en.conflicto con nadie.,Jan 5,2024-01-05T20:18:13.000Z
"loca, libre y suelta",@KarinaBrit42669,,,,,20,https://x.com/KarinaBrit42669/status/1743270383799701945,https://x.com/KarinaBrit42669,Plazas!! Estación de villa Adelina!!,Jan 5,2024-01-05T13:57:02.000Z
Adriana Juarez,@JuarezNissi09,,,,,23,https://x.com/JuarezNissi09/status/1743239161140711618,https://x.com/JuarezNissi09,"Excelente. También cortar y desmalezar predios aledaños a las estaciones de trenes como Villa Adelina, antes que se conviertan en reservorio.",Jan 5,2024-01-05T11:52:58.000Z
Susy Garcia,@susanlalo,,,1,1,16,https://x.com/susanlalo/status/1743204873586286623,https://x.com/susanlalo,@VivamosVL fray Justo Sarmiento y A Alvarez desde Navidad sin luminaria!! Cuánto tiempo más! X favor!!!,Jan 5,2024-01-05T09:36:43.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,2,https://x.com/PBonaerenseWeb/status/1743021858251825188,https://x.com/PBonaerenseWeb,"@VivamosVL brinda recomendaciones ante la ola de mosquitos
http://prensabonaerense.com.ar/nota.php?Id=15685…",Jan 4,2024-01-04T21:29:29.000Z
Grecia,@isladebari,"https://pbs.twimg.com/media/GDBcwWiXMAAqqOX?format=jpg&name=small, https://pbs.twimg.com/media/GDBcwWiXMAAqqOX?format=jpg&name=small",,,1,24,https://x.com/isladebari/status/1742995045098168374,https://x.com/isladebari,Abandonados. Son chatarra. AGUSTIN Alvarez y Caseros. FLORIDA Este,Jan 4,2024-01-04T19:42:56.000Z
Grecia,@isladebari,"https://pbs.twimg.com/media/GDBcwWiXMAAqqOX?format=jpg&name=small, https://pbs.twimg.com/media/GDBcwWiXMAAqqOX?format=jpg&name=small",,,1,24,https://x.com/isladebari/status/1742995045098168374,https://x.com/isladebari,Abandonados. Son chatarra. AGUSTIN Alvarez y Caseros. FLORIDA Este,Jan 4,2024-01-04T19:42:56.000Z
Grecia,@isladebari,"https://pbs.twimg.com/media/GDBcPJ1XMAAYkTa?format=jpg&name=small, https://pbs.twimg.com/media/GDBcPJ1XMAAYkTa?format=jpg&name=small",,1,1,23,https://x.com/isladebari/status/1742994474211397765,https://x.com/isladebari,"Hay dos autos abandonados. son chatarra . Ojo, los.cambian de lugar.  POR FAVOR HAGAN.ALGO.  Agustin Alvarez y Caseros . FLORIDA ESTE. Gracias!",Jan 4,2024-01-04T19:40:40.000Z
Santiago,@CanarioSantiago,,,,,21,https://x.com/CanarioSantiago/status/1742939983600923005,https://x.com/CanarioSantiago,Muchas gracias ! Ya llamo .,Jan 4,2024-01-04T16:04:09.000Z
MARIA DEL CARMEN ZAMALOA,@MZamaloa,,,1,,19,https://x.com/MZamaloa/status/1742919945221234723,https://x.com/MZamaloa,A mi tambien me pasó! hace como un mes y no lo podia creer! que puede haber de valor en ese medidor?,Jan 4,2024-01-04T14:44:31.000Z
Dani,@itsdanibishhh,,,1,,65,https://x.com/itsdanibishhh/status/1742911063648030765,https://x.com/itsdanibishhh,"Estaría bueno que arreglen el desastre que son las calles (Vélez a la altura de Fleming, José Hernández, Sívori) Vicente López no es solo de la pana para el río",Jan 4,2024-01-04T14:09:13.000Z
claudiaromiti,@ClauromitiRc,,,,,31,https://x.com/ClauromitiRc/status/1742879907619688677,https://x.com/ClauromitiRc,No se olviden de Laprida y Echeverria zona de nadie,Jan 4,2024-01-04T12:05:25.000Z
Santiago,@CanarioSantiago,,,,1,52,https://x.com/CanarioSantiago/status/1742759417769025718,https://x.com/CanarioSantiago,"Hace 1 semana no tengo luz en la puerta de casa , Bermúdez 1100 ( esquina Salta ) llamó a MANTELECTRIC y está fuera de línea , me podes decir dónde reclamo ?",Jan 4,2024-01-04T04:06:38.000Z
