Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
| ♡ |,@_antiKorrupcion,,,,,33,https://x.com/_antiKorrupcion/status/1796698692583293433,https://x.com/_antiKorrupcion,"... por favor limpien la esquina de Malaver y Maipú,  es un basurero... está justo frente a la Quinta Presidencial!! ...escribo a esta cuenta ya q me cansé de mandar mails con fotos y hacer reclamos de manera presencial en la Municipalidad sin  obtener respuestas... Gracias.",May 31,2024-06-01T00:22:04.000Z
Pablo ⑫,@bosqueymar22,,,,,23,https://x.com/bosqueymar22/status/1796563609201357087,https://x.com/bosqueymar22,Agarra el watsup que mande un mensaje hace 3 días.  Mañana arranco a cortar los árboles de la puerta de casa con la motosierra. Se lleva cableado y corte de calle. El que avisa...,May 31,2024-05-31T15:25:17.000Z
MissARG,@MissARGSTVZ,,,,,39,https://x.com/MissARGSTVZ/status/1796359740152483890,https://x.com/MissARGSTVZ,Cuánto nos sale esta publicidad pedorra?,May 30,2024-05-31T01:55:11.000Z
Cynthia Purves,@PurvesCynthia,,1,,,14,https://x.com/PurvesCynthia/status/1796175455428530263,https://x.com/PurvesCynthia,@VivamosVL además de lo verde cuiden la limpieza de la calle malaver que es un espanto,May 30,2024-05-30T13:42:54.000Z
norma fernandez,@normafe02654727,,,,,41,https://x.com/normafe02654727/status/1796139636579770877,https://x.com/normafe02654727,Pedí un turno para clínica medica y no me lo dieron por ser de pami soy vecina de vte.lopez y pago bastante de impuestos para que me atiendan.,May 30,2024-05-30T11:20:34.000Z
Pablo ⑫,@bosqueymar22,,,,,13,https://x.com/bosqueymar22/status/1795933341041996003,https://x.com/bosqueymar22,Cinco días una pila de botellas de plástico en la puerta...,May 29,2024-05-29T21:40:49.000Z
paf,@paferaz,,,,,22,https://x.com/paferaz/status/1795917221408997828,https://x.com/paferaz,"Por favor resuelvan la situación de los autos secuestrados que se encuentran hace años en la calle Laprida a lo largo de más de 200 metros de ambos lados , entorpeciendo el tránsito y perjudicando a los comerciantes de la zona .",May 29,2024-05-29T20:36:46.000Z
Muscaritheater,@Muscaritheater,,,,,73,https://x.com/Muscaritheater/status/1795668627217060266,https://x.com/Muscaritheater,"Pusieron un letrero municipal en estación Florida O. en un poste, todo mal atado y poco visible.",May 29,2024-05-29T04:08:57.000Z
paf,@paferaz,,,,,14,https://x.com/paferaz/status/1795569854638157949,https://x.com/paferaz,Se necesita con urgencia regularizar la situación de la calle Laprida a la altura de la comisaría en Villa Martelli. Ambas aceras están completamente ocupadas por autos secuestrados en estado de abandono como si fuera una playa de estacionamiento para tal fin. Nadie se hace cargo,May 28,2024-05-28T21:36:28.000Z
Chichi Patiño,@cfernandez34,,,2,,81,https://x.com/cfernandez34/status/1795260990483017948,https://x.com/cfernandez34,"Chicos: LIMPIEN LAS CALLES, ESTAN INUNDADAS DE HOJAS",May 27,2024-05-28T01:09:09.000Z
Yo La Lic.,@lic_sbb,,,,,42,https://x.com/lic_sbb/status/1795098887859884341,https://x.com/lic_sbb,"EN  MAIPU NO COLGARON UNA MISERA BANDERA ARGENTINA..
CON @jorgemacri SIEMPRE TODO HERMOSO DECORADO
QUE PASO?",May 27,2024-05-27T14:25:00.000Z
Nestor ippolito,@nesippolito,,1,5,1,143,https://x.com/nesippolito/status/1794914624019775776,https://x.com/nesippolito,Paren con la publicidad y pongan camaras en martin j haedo y peru que estan vendiendo droga todo el tiempo.,May 26,2024-05-27T02:12:48.000Z
FuckYou!,@SofiiArgu,,,,,38,https://x.com/SofiiArgu/status/1794439685114105904,https://x.com/SofiiArgu,"Dejen de publicitar esta mierda, después no podes sacar turno por que todos los paraguayos que vienen a operarse tienen prioridad, claro se tienen que tomar el micro denuevo a su país. Aprendan de otros municipios y dejen de admitir a todos los que no viven en el país PELOTUDOS.",May 25,2024-05-25T18:45:34.000Z
Adriana Mañero,@adrymanero,,,,,1,https://x.com/adrymanero/status/1794169614345322959,https://x.com/adrymanero,Gracias!,May 24,2024-05-25T00:52:24.000Z
Luciana.sil,@Lucianasil9,,,,,8,https://x.com/Lucianasil9/status/1794098017659723928,https://x.com/Lucianasil9,@VivamosVL que pasa con el barrido y la limpieza en Florida Oeste???? O no existimos?,May 24,2024-05-24T20:07:54.000Z
Bicienfermera,@bicienfermera,"https://pbs.twimg.com/media/GOXFYwsXwAAfj5v?format=jpg&name=small, https://pbs.twimg.com/media/GOXFYwsXwAAfj5v?format=jpg&name=small",,1,,36,https://x.com/bicienfermera/status/1794057067788898493,https://x.com/bicienfermera,"@VivamosVL @bacomuna13 @FlorScavino13 @soledadmartinez @jorgemacri @claramuzzio Sigue sin repararse la luminaria de este cruce. No se si compete a provincia, Ciudad o nacion, pero arreglen urgente. Ya robaron a una chica ahi. Fotos de ayer a la noche.",May 24,2024-05-24T17:25:11.000Z
PauKodrič,@Ljilja2012,,,2,,228,https://x.com/Ljilja2012/status/1793866267050602692,https://x.com/Ljilja2012,Esta aplicacion de Vicente es lo mas trucho y obsoleto que he visto en mi vida. Intenten pedir un turno con un medico clinico a traves del sistemita o de la web. Es imposible hace mas de un año.,May 24,2024-05-24T04:47:01.000Z
Vico Pellegrinelli,@VicFireworks,,,,,181,https://x.com/VicFireworks/status/1793804566825218207,https://x.com/VicFireworks,Qué ridículo,May 23,2024-05-24T00:41:50.000Z
Adriana Mañero,@adrymanero,,,,1,15,https://x.com/adrymanero/status/1793755532987081183,https://x.com/adrymanero,"Un desastre hoy el servicio de recolección de reciclables en Villa Martelli, en la calle Bolivia entre Lavalle y A. Alvarez dejaron un montón de bolsas que estaban junto con las identificadas como ""reciclables"" y que saben que son también y como eran grandes las dejaron.",May 23,2024-05-23T21:27:00.000Z
VIKING,@WalhallaMann,,,,,13,https://x.com/WalhallaMann/status/1793658326078902362,https://x.com/WalhallaMann,El tema es que turno el miércoles que viene y vuelvo a Vte Lopez el martes a la noche...,May 23,2024-05-23T15:00:44.000Z
VIKING,@WalhallaMann,,,,1,30,https://x.com/WalhallaMann/status/1793652748606661074,https://x.com/WalhallaMann,Tengo que renovar el registro de conducir y tengo un problema con la boleta de pago del CENAT.,May 23,2024-05-23T14:38:34.000Z
VIT,@VitoMartin13,,,1,,173,https://x.com/VitoMartin13/status/1793476179716174327,https://x.com/VitoMartin13,"Achiquen, loko.",May 22,2024-05-23T02:56:57.000Z
Jikisan Hatamoto,@Cristia0811215,https://pbs.twimg.com/tweet_video_thumb/GOOAhM8awAAeiMh.jpg,,,,1,https://x.com/Cristia0811215/status/1793418395184181705,https://x.com/Cristia0811215,Igual barren 1 vez por semana con suerte,May 22,2024-05-22T23:07:20.000Z
Nestor ippolito,@nesippolito,,,,,60,https://x.com/nesippolito/status/1793332980674412915,https://x.com/nesippolito,Dejen de Aumentar las Tasas Municipales.,May 22,2024-05-22T17:27:55.000Z
johnsy,@jon90909090,,,,,14,https://x.com/jon90909090/status/1793271030837854635,https://x.com/jon90909090,"buenos dias, excelente la expo empleo pero por que se demoran tanto en cambiar los focos de la luminaria de la calle? llevamos mas 3 semanas con ese asunto, ya nos quejamos en la municipalidad y nada.",May 22,2024-05-22T13:21:45.000Z
Alicia Jerez,@aliciajerez2016,,,1,1,15,https://x.com/aliciajerez2016/status/1793243262964093188,https://x.com/aliciajerez2016,Buen día. De nuevo y después de un mes de reclamar INSISTO por favor arreglen la luminaria pública frente a Silveyra 3971 Carapachay!!! Me llegó por mail que ya estaba solucionado Y NO ES ASÍ!!! NO SIGAN DECEPCIONANDO A LOS VECINOS CONTRIBUYENTES!!! /(Y votantes),May 22,2024-05-22T11:31:25.000Z
CONSTANZA MARIONI,@const1942,,,,1,24,https://x.com/const1942/status/1792969801465200682,https://x.com/const1942,"@VivamosVL Hola, está el camioncito eléctrico en Vélez Sarfield y Mitre para los reciclables?",May 21,2024-05-21T17:24:47.000Z
Marisa,@pmari19,"https://pbs.twimg.com/media/GOHJKx2WUAAuqhl?format=jpg&name=small, https://pbs.twimg.com/media/GOHJKx2WUAAuqhl?format=jpg&name=small",,,,13,https://x.com/pmari19/status/1792935331026575607,https://x.com/pmari19,"@VivamosVL buenos días la calle Acassuso al 1700 es un asco, veredas sucias, basura tirada árboles q no podan, hay oscuridad y robos. Q esperan para hacer algo?",May 21,2024-05-21T15:07:48.000Z
ViLoWest,@vilowest,,,,1,7,https://x.com/vilowest/status/1791879393222013309,https://x.com/vilowest,@VivamosVL saque la poda a la vereda sin obstruir el paso ni la calzada: en 10 min tenía un inspector labrando el acta. 10 años de ocupación de acera por asentamientos: NADA,May 18,2024-05-18T17:11:53.000Z
Juceb,@236d937ca88a414,,,,,3,https://x.com/236d937ca88a414/status/1791611572034662775,https://x.com/236d937ca88a414,"@VivamosVL @VecinosFE @VecinosLavalle @AVBPP en plena crisis economica y sablazos a los vecinos, @soledadmartinez invierte dinero en propaganda x TV nacional. Por q no dedican TODOS los recursos a aliviar al contribuyente? VEREDAS, PROPAGANDA en q universo viven? Desp se asombran",May 17,2024-05-17T23:27:39.000Z
Mari Dre,@MariDrennen,,1,1,1,77,https://x.com/MariDrennen/status/1791562371049148546,https://x.com/MariDrennen,"@VivamosVL Quería consultar si podrían brindarme información sobre los programas sociales vigentes en VL (o un listado de estos) para una monografía de la UBA
¡Muchas gracias!",May 17,2024-05-17T20:12:09.000Z
Pauly,@PaulyMarin,,,,,13,https://x.com/PaulyMarin/status/1791267992703054259,https://x.com/PaulyMarin,"@VivamosVL estuvieron meses arreglando las veredas de San Martin y Fray Justo Sarmiento en Florida y ahora, 21:30 están rompiendo nuevamente las veredas. Es joda? Tienen que hacerlo de noche? Son de terror",May 16,2024-05-17T00:42:24.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,7,https://x.com/PBonaerenseWeb/status/1791235078342787566,https://x.com/PBonaerenseWeb,"@VivamosVL suma Cámaras Térmicas para combatir el delito, prevenir incendios y cuidar el ambiente
@soledadmartinez
http://prensabonaerense.com.ar/nota.php?Id=16170…",May 16,2024-05-16T22:31:36.000Z
LoreCastro,@LoreCas54204245,,,,,4,https://x.com/LoreCas54204245/status/1791153419333386677,https://x.com/LoreCas54204245,"@VivamosVL estimados por favor podrían arreglar la calle de la calle Guillermo Rawson en La Lucila, esta toda llena de pozos, no se puede transitar..... La peor parte esta entre Roma y Bermúdez, se agradece",May 16,2024-05-16T17:07:07.000Z
Fer,@ferastroyoga,,,,,8,https://x.com/ferastroyoga/status/1791151520047628298,https://x.com/ferastroyoga,"Hola, yo trabajo, no tengo tiempo para acercarme hasta la Municipalidad para que me digan que ""no saben"", por eso lea hablo por este medio, hace un año que estamos esperando, una vergüenza, bien que la factura llega en tiempo y forma, y con lindos aumentos!",May 16,2024-05-16T16:59:35.000Z
Charly,@Charlymj,,,,,6,https://x.com/Charlymj/status/1791110414505304441,https://x.com/Charlymj,@VivamosVL no hay mas fumigacion no??,May 16,2024-05-16T14:16:14.000Z
Atiendo Boludos,@elbigoton10,,,,,11,https://x.com/elbigoton10/status/1791071995267789139,https://x.com/elbigoton10,"@VivamosVL che el sentido comun lo conocen? Toda la semana cortando calles en hora pico para podar arboles. 
Hoy se ganaron el premio eh! Cortando Segurola entre Pena y Melo hicieron un caos en todo el barrio. Los paso a nivel colapsados! Genios!",May 16,2024-05-16T11:43:34.000Z
Sergio Boris,@sergio66848054,,,,,5,https://x.com/sergio66848054/status/1790875974961156259,https://x.com/sergio66848054,"Cornuda basta de subir impuestos,es imposible pagarlos.
Baja el gasto ,corrupta. Seguis cambiando veredas lpqtp. Reverenda ladrona. BASTA.  AUDITORIA.",May 15,2024-05-15T22:44:39.000Z
David Stirling,@Herefordshire0,"https://pbs.twimg.com/media/GNoVsdqXwAAsosp?format=jpg&name=small, https://pbs.twimg.com/media/GNoVsdqXwAAsosp?format=jpg&name=small",,,,12,https://x.com/Herefordshire0/status/1790767665193091103,https://x.com/Herefordshire0,"Cuando van a empezar a bajar impuestos?
Acá hay DOS IMPUESTOS EN EL GAS!!!",May 15,2024-05-15T15:34:16.000Z
David Stirling,@Herefordshire0,"https://pbs.twimg.com/media/GNoVsdqXwAAsosp?format=jpg&name=small, https://pbs.twimg.com/media/GNoVsdqXwAAsosp?format=jpg&name=small",,,,12,https://x.com/Herefordshire0/status/1790767665193091103,https://x.com/Herefordshire0,"Cuando van a empezar a bajar impuestos?
Acá hay DOS IMPUESTOS EN EL GAS!!!",May 15,2024-05-15T15:34:16.000Z
Juceb,@236d937ca88a414,,,,,27,https://x.com/236d937ca88a414/status/1790523978836324742,https://x.com/236d937ca88a414,"@VivamosVL @VecinosFE @AVBPP @AVBPP @soledadmartinez 
Sigue Florida a media luz. En Santa Rosa al 2800 / 2900 varias luces apagadas. Al 2800 ya se robaron 3 ruedas de autos estacionados, hubo una entradera y el sabado se robaron una camioneta. La media luz es cobertura d chorros?",May 14,2024-05-14T23:25:57.000Z
Fer,@ferastroyoga,,,,1,12,https://x.com/ferastroyoga/status/1790434025267499122,https://x.com/ferastroyoga,"Ya me acerqué a la Municipalidad y la respuesta es que ""no saben cuando nos va a tocar"", el tema es que como dije anteriormente la poda está pedida desde el año pasado, no podemos seguir dejando que el árbol crezca porque literalmente está entrando en uno de los departamentos",May 14,2024-05-14T17:28:30.000Z
Fer,@ferastroyoga,,,,1,19,https://x.com/ferastroyoga/status/1790431772062159316,https://x.com/ferastroyoga,"Buenas tardes, cuándo van a comenzar con la poda de árboles? Los vecinos de Córdoba y Marconi tenemos una poda pedida desde el 2023, el árbol en cuestión ya llegó al balcón. Gracias",May 14,2024-05-14T17:19:33.000Z
César Bulano,@BulanoCsar,,,,1,27,https://x.com/BulanoCsar/status/1790427803516600546,https://x.com/BulanoCsar,"@VivamosVL @soledadmartinez quisieron robarnos (2 veces en 20 días), por suerte solo entran al patio de nuestras casas,  rompen ventana pero no entran al domicilio y al querer hacer la denuncia policial nos dicen en la comisaria que no hace falta porque no entraron. Que hacemos??",May 14,2024-05-14T17:03:47.000Z
aleconconi,@aleconconi,,,2,,13,https://x.com/aleconconi/status/1790426863577207254,https://x.com/aleconconi,Llamamos varios vecinos de la cuadra y esto lleva meses. Hacemos nosotros mismos el barrio porque se nos tapan las alcantarillas. Es Rastreador Fournier y Sarmiento,May 14,2024-05-14T17:00:03.000Z
aleconconi,@aleconconi,"https://pbs.twimg.com/media/GNjC1qxXkAAJqvD?format=jpg&name=small, https://pbs.twimg.com/media/GNjC1qxXkAAJqvD?format=jpg&name=small",,,1,28,https://x.com/aleconconi/status/1790395083914645874,https://x.com/aleconconi,Llevamos semanas sin barrido en Rastreador Fournier.,May 14,2024-05-14T14:53:46.000Z
Guilherme,@GLA_Verdao,,,,1,30,https://x.com/GLA_Verdao/status/1789327924098630114,https://x.com/GLA_Verdao,"@VivamosVL @soledadmartinez Todos los sábados un infierno para los vecinos del Golfito. Autos mal estacionados, no podemos entrar ni salir de nuestras calles y ustedes no hacen nada! Por qué no controlan? Por que no tratan nuestro pedido de estacionamiento para los frentistas?",May 11,2024-05-11T16:13:15.000Z
risaspillas,@risaspillas1,,,,,5,https://x.com/risaspillas1/status/1789070654249050485,https://x.com/risaspillas1,"Fumiguen el rio, no se puede estar por los mosquitos. Gracias",May 10,2024-05-10T23:10:57.000Z
NataliA,@MateriNatalia,,1,,1,15,https://x.com/MateriNatalia/status/1789049433826394531,https://x.com/MateriNatalia,"@VivamosVL @DC103MVL @mantelectric @defensorvlopez 
Reclamo luminarias calle Ramón Castro 5700 esquina Posadas, Carapachay, No Está funcionando, esperamos una pronta respuesta y solución.
Muchas gracias, saludos.",May 10,2024-05-10T21:46:38.000Z
Pato Rodriguez,@pepoacade,,,1,,42,https://x.com/pepoacade/status/1788529274967777340,https://x.com/pepoacade,Y ayer 8 también era paro? Toda la ciudad con basura...pandilla de degenerados estos delincuentes,May 9,2024-05-09T11:19:43.000Z
Javier Buenahora,@javybuenahora,"https://pbs.twimg.com/media/GNFmUwTXUAAQeb8?format=jpg&name=small, https://pbs.twimg.com/media/GNFmUwTXUAAQeb8?format=jpg&name=small",,,,27,https://x.com/javybuenahora/status/1788323039622357231,https://x.com/javybuenahora,@VivamosVL @soledadmartinez,May 8,2024-05-08T21:40:12.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,6,https://x.com/PBonaerenseWeb/status/1788316457610195425,https://x.com/PBonaerenseWeb,"@VivamosVL creó la Guía para Víctimas junto a las @madresdeldolor
@soledadmartinez
http://prensabonaerense.com.ar/nota.php?Id=16138…",May 8,2024-05-08T21:14:03.000Z
$MONjuan,@rap_aguirre,,,,1,128,https://x.com/rap_aguirre/status/1788297486609576094,https://x.com/rap_aguirre,Dia verde mañana en olivos ?,May 8,2024-05-08T19:58:40.000Z
pinkie magan,@pinkiewm,,,,1,46,https://x.com/pinkiewm/status/1788294127022444889,https://x.com/pinkiewm,"@VivamosVL podrían reponer las lamparitas en el receptáculo que ilumina hombre blanco avanza, hombre rojo detenido? Maipú 900, 1000 y 1100. Gracias",May 8,2024-05-08T19:45:19.000Z
Muscaritheater,@Muscaritheater,,,,,19,https://x.com/Muscaritheater/status/1788269708552130975,https://x.com/Muscaritheater,"Que por favor este municipio tradicional @vivamosvl le haga tomar nota a sus comerciantes que los precios se han acomodado y hasta disminuido, porque de lo contrario voy a pensar que son peronistas y no pro @jorgemacri",May 8,2024-05-08T18:08:17.000Z
Rodolfo,@sionnach2023,,,,,1,https://x.com/sionnach2023/status/1787994314494087652,https://x.com/sionnach2023,"@VivamosVL Yo les dejo mis datos, pero hagan algo, Rodolfo Fox, 11 66656028",May 7,2024-05-07T23:53:58.000Z
Muscaritheater,@Muscaritheater,,,,,19,https://x.com/Muscaritheater/status/1788269708552130975,https://x.com/Muscaritheater,"Que por favor este municipio tradicional @vivamosvl le haga tomar nota a sus comerciantes que los precios se han acomodado y hasta disminuido, porque de lo contrario voy a pensar que son peronistas y no pro @jorgemacri",May 8,2024-05-08T18:08:17.000Z
Rodolfo,@sionnach2023,,,,,1,https://x.com/sionnach2023/status/1787994314494087652,https://x.com/sionnach2023,"@VivamosVL Yo les dejo mis datos, pero hagan algo, Rodolfo Fox, 11 66656028",May 7,2024-05-07T23:53:58.000Z
Juceb,@236d937ca88a414,,,,1,41,https://x.com/236d937ca88a414/status/1787980830351950258,https://x.com/236d937ca88a414,"@VivamosVL @soledadmartinez @VecinosFE @AVBPP q pasa con el alumbrado publico q cobran en oro pero q nos tiene. A media luz en Florida? Blas Parera entre Lavalle y Melo boca de lobo. Beiro de Roca a San Martin varias luces apagadas. Vergara al 2290 apagadas, Sta Rosa 2890 apagada",May 7,2024-05-07T23:00:23.000Z
LaQuintaPata,@laquintapatawy,,,,,5,https://x.com/laquintapatawy/status/1787880537979338916,https://x.com/laquintapatawy,@VivamosVL - Jornada de donación de sangre: dónde es y qué hay que saber- https://la5pata.com/2024/05/07/vicente-lopez-jornada-de-donacion-de-sangre-donde-es-y-que-hay-que-saber/…,May 7,2024-05-07T16:21:52.000Z
Cintita Gta v,@cintita_v91280,,,,,4,https://x.com/cintita_v91280/status/1787835070268547496,https://x.com/cintita_v91280,@VivamosVL pongan policías y no dejen que corten nuestras calles ! Pongas la policía,May 7,2024-05-07T13:21:11.000Z
Christian Kuhk,@christiankuhk,,,,,18,https://x.com/christiankuhk/status/1787827587126812783,https://x.com/christiankuhk,Eso mismo nos dijeron en los incontables reclamos registrados hace semanas (en este caso) y que se repiten casi mensualmente hace años.,May 7,2024-05-07T12:51:27.000Z
Rodolfo,@sionnach2023,,,,1,13,https://x.com/sionnach2023/status/1787818491048780149,https://x.com/sionnach2023,"@VivamosVL  anoche otro tema de inseguridad en O'Higgins 3537, Olivos y ya van... Rompieron el vidrio de un auto estacionado entre las 21:45 y las 22:30, ¿Harán algo alguna vez",May 7,2024-05-07T12:15:18.000Z
Walter,@Walter1979ARG,"https://pbs.twimg.com/media/GM8dokmXEAM9tx2?format=jpg&name=small, https://pbs.twimg.com/media/GM8dokmXEAM9tx2?format=jpg&name=small",,,,47,https://x.com/Walter1979ARG/status/1787680172193263695,https://x.com/Walter1979ARG,@VivamosVL @transitomvl @Olivos_VL @MunroVL @ZonaNorteDiario @norcenter @soledadmartinez es necesario qie estaciones camiones al.costande la calle de norcenter .... no pasan ños de tránsito por ahí y meten multa ... más control por favor,May 7,2024-05-07T03:05:41.000Z
AntiKurro,@maracec01313612,,,,,10,https://x.com/maracec01313612/status/1787652879878070736,https://x.com/maracec01313612,"@VivamosVL un cliente necesita la copia del último plano aprobado de su casa. 
No se lo dan.
Le piden mil cosas mas un ADN, más o menos. 
Ergo, debe contratar un gestor.
Cuál es el problema de entregar copia del plano aprobado de una casa?",May 6,2024-05-07T01:17:14.000Z
Ivan Bujan,@IvBjn,,,,,19,https://x.com/IvBjn/status/1787622614216614250,https://x.com/IvBjn,Ya no sabemos mas los vecinos   a quien recurrir .. desde hace un mes en la sucursal florida oeste.  informamos que las luminarias de C.M. Alvear al 1750 y Libertad 4215 ... no funcionan a causa de esta ultima le robaron la goma de auxilio a un vecino ..,May 6,2024-05-06T23:16:58.000Z
Flor de Bach,@___naranjita___,"https://pbs.twimg.com/media/GM6VA7fWAAARKRA?format=jpg&name=small, https://pbs.twimg.com/media/GM6VA7fWAAARKRA?format=jpg&name=small",1,,,15,https://x.com/___naranjita___/status/1787598840247341408,https://x.com/___naranjita___,"@VivamosVL @ComunidadVL control vial y multa ya para camiones en Av Constituyentes 1651, entre Libertad y Av San Martín, partido de Vicente López",May 6,2024-05-06T21:42:30.000Z
Beatriz,@holando77,,,,,2,https://x.com/holando77/status/1786464165760037092,https://x.com/holando77,paren de subir el abl y gastar guita en pauta.,May 3,2024-05-03T18:33:42.000Z
Karina Wigdorovitz,@karinawig,"https://pbs.twimg.com/media/GMqqlfYXYAAVcIW?format=jpg&name=small, https://pbs.twimg.com/media/GMqqlfYXYAAVcIW?format=jpg&name=small",,,,23,https://x.com/karinawig/status/1786430979994743192,https://x.com/karinawig,"@VivamosVL HERRRMOSO PAISAJE LOS IMPUESTOS SUBEN LA MUGRE SIGUE, Y LE SUMAMOS ESTE ESPECTÁCULO DONDE BROMATOLOGIA NO DEBE HABER PASADO. CADA DIA MAS DEKADENTE EL BARRIO, PERO SIGUEN SUBIENDO LOS ALQUILERES COMO SI FUERAMOS DUBAI.",May 3,2024-05-03T16:21:50.000Z
Jikisan Hatamoto,@Cristia0811215,"https://pbs.twimg.com/tweet_video_thumb/GMoTAiZXcAA3QL8.jpg, https://pbs.twimg.com/tweet_video_thumb/GMoTAiZXcAA3QL8.jpg, https://pbs.twimg.com/tweet_video_thumb/GMoTAiZXcAA3QL8.jpg",,1,,3,https://x.com/Cristia0811215/status/1786261113186697706,https://x.com/Cristia0811215,https://x.com/politica_ln/st/Politica_ln/status/1786045880443011373?t=owbcRlC04UqiK9MxeKLIkQ&s=19… ¿aflojen con el show y la publicidad de @soledadmartinez en cine tv y cartelería. Entiendan que el populismo peroncho no va más,May 3,2024-05-03T05:06:51.000Z
Jikisan Hatamoto,@Cristia0811215,"https://pbs.twimg.com/media/GMlPQ4Ia8AApBQ9?format=jpg&name=small, https://pbs.twimg.com/media/GMlPQ4Ia8AApBQ9?format=jpg&name=small",,,,1,https://x.com/Cristia0811215/status/1786260636952891397,https://x.com/Cristia0811215,El Gobierno evalúa tomar medidas contra los intendentes que cobran tasas extra en la nafta http://dlvr.it/T6KKWy,May 3,2024-05-03T05:04:57.000Z
Jikisan Hatamoto,@Cristia0811215,"https://pbs.twimg.com/tweet_video_thumb/GMnr1buWUAAa0Sd.jpg, https://pbs.twimg.com/tweet_video_thumb/GMnr1buWUAAa0Sd.jpg, https://pbs.twimg.com/tweet_video_thumb/GMnr1buWUAAa0Sd.jpg",,1,,2,https://x.com/Cristia0811215/status/1786218034354430413,https://x.com/Cristia0811215,"A que genio de @VivamosVL se le ocurrió gastar en ese sticker diminuto para identificar bolsas ???

Sobra plata",May 2,2024-05-03T02:15:40.000Z
ALEJANDRA RAICHUNI,@Raichuni_Nutri,,,,,4,https://x.com/Raichuni_Nutri/status/1786018857636761674,https://x.com/Raichuni_Nutri,"@VivamosVL salgan con todo por los cortes .Si no sonamos pq la prov con @Kicillofok no va ! 
No.permitan que corten son 50  100 que quieren complicarnos la vida.
Hagan lo que tengan que hacer !",May 2,2024-05-02T13:04:12.000Z
Alicia Jerez,@aliciajerez2016,,,,,9,https://x.com/aliciajerez2016/status/1785659754263495153,https://x.com/aliciajerez2016,"De vuelta tengo que usar este medio. Diez días pidiendo que reparen la luminaria pública frente a Silveyra 3971 Carapachay
Reclamos al 147, personalmente en la Delegación y nada. No es lo usual en nuestro Municipio! Por favor, no nos hagan pensar que elegimos mal al votarlos!",May 1,2024-05-01T13:17:16.000Z
Fer,@MariaFDemirjian,"https://pbs.twimg.com/media/GMfV4PXXIAApUSK?format=jpg&name=small, https://pbs.twimg.com/media/GMfV4PXXIAApUSK?format=jpg&name=small",,2,,33,https://x.com/MariaFDemirjian/status/1785630952695234696,https://x.com/MariaFDemirjian,@VivamosVL lindo cráter para que la gente tenga un accidente calle España entre ingenieros y san lorenzo. Pero los impuestos siguen subiendo,May 1,2024-05-01T11:22:49.000Z
Viví Enriquez Foussal-CoachOntologico Ejecutiva,@Argentinaalways,,,,1,23,https://x.com/Argentinaalways/status/1785403614795538786,https://x.com/Argentinaalways,Donde puedo donar libros ? Dono libros nuevos e inclopedias...,Apr 30,2024-04-30T20:19:27.000Z
Cynthia Rineckki,@cynplemente,"https://pbs.twimg.com/media/GMbDTp9XQAED1Uv?format=jpg&name=small, https://pbs.twimg.com/media/GMbDTp9XQAED1Uv?format=jpg&name=small",1,,,11,https://x.com/cynplemente/status/1785329048287068202,https://x.com/cynplemente,"@VivamosVL @AuSol_AR esta basura que está hace dos semanas, cada vez se está estirando más, es imposible pasar por ahí!! Túnel Laprida.",Apr 30,2024-04-30T15:23:09.000Z
claudio,@claudio28361946,"https://pbs.twimg.com/media/GMXiB4vXUAArb39?format=jpg&name=360x360, https://pbs.twimg.com/media/GMXiB4vXUAArb39?format=jpg&name=360x360",,,1,26,https://x.com/claudio28361946/status/1785081367438492008,https://x.com/claudio28361946,@VivamosVL desde el jueves 25 abril en manuela pedraza 3700 carapachay,Apr 29,2024-04-29T22:58:57.000Z
Nora.,@NoraNorabp,,,,,7,https://x.com/NoraNorabp/status/1785060109153882323,https://x.com/NoraNorabp,Y tanto inspector paseando en camioneta para que están??,Apr 29,2024-04-29T21:34:29.000Z
COCO DE OLIVOS,@CocoOlivos,,,,,5,https://x.com/CocoOlivos/status/1785052725677314086,https://x.com/CocoOlivos,"En estos momentos  no está funcionando?
No hay hasta que salgan del taller?",Apr 29,2024-04-29T21:05:09.000Z
Cynthia Rineckki,@cynplemente,https://pbs.twimg.com/media/GMMdJ2EX0AAusYS?format=jpg&name=900x900,,,,12,https://x.com/cynplemente/status/1785028340707156421,https://x.com/cynplemente,@VivamosVL @AuSol_AR hoy lunes 29 del 4 la situación sigue igual,Apr 29,2024-04-29T19:28:15.000Z
Cynthia Rineckki,@cynplemente,"https://pbs.twimg.com/media/GMMdJ2EX0AAusYS?format=jpg&name=900x900, https://pbs.twimg.com/media/GMMdJ2EX0AAusYS?format=jpg&name=900x900",1,1,1,58,https://x.com/cynplemente/status/1784301934918148282,https://x.com/cynplemente,"@VivamosVL @AuSol_AR hace más de una semana que está toda esta basura tirada en el túnel de la calle Laprida, en Florida, alguien se va a hacer cargo de levantar esa basura? no se puede pasar del olor!!",Apr 27,2024-04-27T19:21:46.000Z
